Product Type,Stock Keeping Unit,Price,Availability,Number of products sold,Revenue generated,Gender,Stock levels,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Costs,Supply Dates
HomeGoods,SKU7301,1842,33,438,7991,Other,79,485,91,Delhivery,329,Prime Manufacturing,Ludhiana,78,501,32,31.84513271,Fail,5,Air,815,20-04-2018
HomeGoods,SKU7302,527,82,270,5855,Male,77,487,44,DTDC,260,Apex Trading,Patna,55,363,22,98.69630624,Pending,1,Sea,655,21-04-2018
SkinCare,SKU7303,1939,60,167,4507,Male,80,321,62,DTDC,371,Apex Suppliers,Ludhiana,50,188,74,52.68670275,Fail,5,Air,416,22-04-2018
Cloths,SKU7304,1876,16,418,7336,Female,77,349,46,Delhivery,325,Prime Logistics,Visakhapatnam,6,277,64,71.8936551,Pending,3,Rail,951,23-04-2018
Cloths,SKU7305,545,37,279,5820,Male,57,284,69,Safexpress,225,Vertex Suppliers,Cuttack,8,922,18,59.22740257,Pending,2,Rail,493,24-04-2018
Cloths,SKU7306,1394,25,255,3211,Other,85,378,67,India Post,249,Vertex Trading,Bhopal,20,555,6,30.96605893,Fail,2,Rail,900,25-04-2018
Cloths,SKU7307,2233,37,271,9984,Female,79,400,90,Mahindra Logistics,194,Vertex Industries,Trichy,43,675,1,61.62431133,Pass,3,Road,164,26-04-2018
SkinCare,SKU7308,1366,23,221,3005,Female,77,488,47,Mahindra Logistics,413,Global Logistics,Chennai,36,540,55,8.168533432,Pass,3,Sea,804,27-04-2018
Health Care,SKU7309,2413,75,227,4582,Male,63,292,3,FedEx,457,Vertex Manufacturing,Surat,86,679,13,58.66656919,Pass,1,Air,678,28-04-2018
SkinCare,SKU7310,1629,38,391,6085,Male,79,396,55,FedEx,337,Prime Suppliers,Mumbai,90,393,36,5.968219283,Pass,3,Sea,993,29-04-2018
Yogamats,SKU7311,2966,96,194,4254,Male,60,323,24,FedEx,469,Global Industries,Vadodara,4,436,75,3.252717638,Fail,2,Air,129,30-04-2018
Cosmetics ,SKU7312,1965,61,344,2844,Female,84,294,5,Blue Dart,204,Apex Suppliers,Tiruppur,28,148,27,17.30115703,Fail,1,Air,989,01-05-2018
Cosmetics ,SKU7313,1973,39,392,4295,Male,90,347,74,Safexpress,186,Nova Suppliers,Bhopal,65,665,23,6.383805134,Fail,2,Air,846,02-05-2018
SkinCare,SKU7314,2764,82,401,9235,Male,99,304,27,Delhivery,110,Nova Logistics,Kozhikode,7,179,18,38.26107781,Pending,5,Road,187,03-05-2018
Health Care,SKU7315,672,40,203,9545,Female,94,264,99,DTDC,345,Prime Manufacturing,Ahmedabad,2,120,66,17.23752956,Fail,5,Sea,814,04-05-2018
HomeGoods,SKU7316,2913,26,309,3109,Female,94,412,64,Mahindra Logistics,337,Prime Logistics,Gurgaon,83,549,50,70.81716715,Pending,4,Rail,700,05-05-2018
Cloths,SKU7317,1314,32,259,6767,Female,56,262,79,DHL Express,132,Global Industries,Chandigarh,32,903,3,73.79392372,Pending,1,Rail,860,06-05-2018
Cloths,SKU7318,1905,90,500,7584,Male,97,276,58,Safexpress,336,Nova Industries,Faridabad,76,765,8,79.55798684,Pending,5,Road,495,07-05-2018
Cloths,SKU7319,1101,22,111,8393,Male,68,339,65,India Post,320,Vertex Suppliers,Delhi,87,154,4,74.13470984,Pass,4,Rail,938,08-05-2018
HomeGoods,SKU7320,832,89,291,5217,Female,93,205,59,Mahindra Logistics,239,Nova Manufacturing,Thrissur,73,409,38,80.5547247,Pass,3,Road,316,09-05-2018
HomeGoods,SKU7321,2676,11,160,9930,Female,96,331,59,India Post,310,Prime Manufacturing,Davangere,90,430,42,86.31945366,Pass,2,Road,488,10-05-2018
Health Care,SKU7322,2628,13,156,4170,Male,92,482,35,XpressBees,361,Global Manufacturing,Noida,47,851,8,16.01649372,Pending,2,Sea,243,11-05-2018
HomeGoods,SKU7323,1751,23,233,8121,Female,81,330,76,Safexpress,391,Vertex Suppliers,Bhopal,52,535,43,66.31194376,Pass,3,Rail,273,12-05-2018
SkinCare,SKU7324,2569,28,130,8039,Female,84,253,72,FedEx,377,Global Trading,Bengaluru,36,857,72,13.8138458,Pending,5,Sea,205,13-05-2018
HomeGoods,SKU7325,2451,79,355,6149,Other,72,342,64,Gati,185,Nova Trading,Mumbai,61,119,68,86.90207807,Pass,5,Air,860,14-05-2018
HomeGoods,SKU7326,2941,77,291,8643,Female,95,203,7,FedEx,400,Vertex Suppliers,Bhopal,95,367,65,47.58714696,Fail,1,Road,902,15-05-2018
Cloths,SKU7327,2679,94,112,8904,Female,71,324,85,Blue Dart,264,Nova Suppliers,Trivandrum,86,270,31,16.40051487,Pending,4,Rail,786,16-05-2018
SkinCare,SKU7328,1543,60,302,7164,Other,51,227,29,DTDC,287,Vertex Manufacturing,Hubli,5,752,39,30.44203093,Fail,5,Road,420,17-05-2018
HomeGoods,SKU7329,849,71,204,3861,Male,54,491,36,DHL Express,441,Apex Manufacturing,Patna,1,604,73,49.07014394,Pass,4,Road,109,18-05-2018
Cosmetics ,SKU7330,1943,94,152,4907,Female,53,316,31,Gati,444,Apex Logistics,Vijayawada,71,180,44,2.145526871,Pass,2,Rail,913,19-05-2018
SkinCare,SKU7331,1769,5,232,5554,Male,81,239,58,India Post,286,Apex Suppliers,Chandigarh,54,617,22,44.95003944,Pass,2,Sea,671,20-05-2018
Cloths,SKU7332,2098,62,104,2258,Male,56,457,77,Delhivery,238,Vertex Manufacturing,Delhi,7,857,23,95.54479882,Pending,2,Road,219,21-05-2018
Cosmetics ,SKU7333,1968,75,286,8923,Male,58,403,56,India Post,398,Prime Suppliers,Gurgaon,56,187,74,55.24665775,Fail,5,Road,992,22-05-2018
Cloths,SKU7334,2524,30,130,5297,Male,97,345,98,DHL Express,324,Prime Logistics,Faridabad,74,464,19,2.06589517,Fail,2,Rail,548,23-05-2018
HomeGoods,SKU7335,2109,49,486,8312,Female,62,401,94,DTDC,314,Global Suppliers,Kannur,28,163,12,12.59138574,Pass,2,Road,180,24-05-2018
SkinCare,SKU7336,2352,87,398,2102,Female,100,380,100,Gati,208,Prime Manufacturing,Mysuru,81,163,32,84.867883,Fail,2,Rail,439,25-05-2018
Cosmetics ,SKU7337,2810,22,378,2851,Male,88,429,8,DHL Express,319,Global Industries,Chandigarh,59,510,21,2.27466657,Fail,2,Sea,500,26-05-2018
Yogamats,SKU7338,2004,10,246,9189,Other,84,282,22,Blue Dart,135,Prime Industries,Salem,26,149,22,32.15271353,Pass,4,Sea,947,27-05-2018
HomeGoods,SKU7339,1853,68,432,6874,Female,87,244,47,Delhivery,250,Apex Trading,Ballari,39,144,20,60.33556456,Pending,4,Air,128,28-05-2018
SkinCare,SKU7340,1511,99,158,8226,Female,86,351,57,India Post,283,Prime Manufacturing,Indore,71,282,45,43.88885954,Pending,2,Air,199,29-05-2018
Cosmetics ,SKU7341,1238,30,429,7369,Other,89,491,71,India Post,292,Vertex Trading,Bhubaneswar,92,312,14,67.87285912,Pending,5,Rail,876,30-05-2018
Health Care,SKU7342,1143,27,116,8941,Female,72,370,88,FedEx,231,Apex Suppliers,Dharwad,17,658,77,95.68970694,Pass,3,Road,245,31-05-2018
Yogamats,SKU7343,2515,30,367,7135,Male,64,353,62,FedEx,221,Vertex Industries,Ahmedabad,42,796,79,20.86833541,Pending,4,Air,711,01-06-2018
Cloths,SKU7344,1355,62,457,9420,Female,96,485,57,FedEx,101,Prime Industries,Ahmedabad,78,686,8,29.56633319,Pass,2,Road,426,02-06-2018
Yogamats,SKU7345,1720,88,348,2368,Female,69,290,54,Delhivery,239,Vertex Suppliers,Udupi,58,710,64,6.298499713,Pending,4,Rail,165,03-06-2018
Health Care,SKU7346,2681,13,208,9523,Other,67,331,36,Mahindra Logistics,166,Prime Trading,Ahmedabad,9,396,17,20.50760792,Fail,1,Sea,199,04-06-2018
HomeGoods,SKU7347,2476,29,202,3703,Male,64,421,2,Gati,325,Nova Suppliers,Visakhapatnam,6,271,15,80.51777934,Fail,5,Air,490,05-06-2018
HomeGoods,SKU7348,1212,32,436,3103,Female,79,285,64,FedEx,224,Apex Manufacturing,Kannur,48,581,2,19.71927815,Pass,1,Rail,165,06-06-2018
Health Care,SKU7349,2799,12,364,7203,Other,83,292,12,XpressBees,193,Apex Suppliers,Visakhapatnam,36,111,28,66.83460914,Pending,3,Road,859,07-06-2018
Cloths,SKU7350,1742,10,445,7334,Male,70,399,3,FedEx,377,Prime Manufacturing,Salem,65,198,55,23.57605893,Pending,1,Air,392,08-06-2018
Health Care,SKU7351,1853,64,451,4663,Male,97,285,50,XpressBees,391,Prime Trading,Faridabad,62,439,52,59.23290961,Pending,3,Rail,665,09-06-2018
Yogamats,SKU7352,2407,21,276,3239,Female,66,395,26,Gati,183,Apex Industries,Bhopal,95,179,37,68.77160693,Pending,4,Road,710,10-06-2018
Cloths,SKU7353,1623,72,433,2933,Male,96,216,25,FedEx,484,Vertex Trading,Bengaluru,81,167,43,45.29556995,Fail,3,Road,492,11-06-2018
HomeGoods,SKU7354,2616,66,166,6293,Female,51,335,85,XpressBees,333,Vertex Industries,Patna,88,686,61,58.82830774,Pending,1,Air,678,12-06-2018
Yogamats,SKU7355,2933,28,262,6915,Male,95,485,24,Safexpress,304,Vertex Suppliers,Trichy,52,962,2,86.8125065,Pass,5,Rail,982,13-06-2018
Yogamats,SKU7356,895,61,357,5100,Male,98,426,98,DTDC,332,Nova Manufacturing,Bhopal,49,392,78,26.77157848,Pending,2,Air,642,14-06-2018
Health Care,SKU7357,1362,64,142,4856,Other,75,260,94,DTDC,357,Vertex Suppliers,Pune,48,954,69,39.96470563,Pending,4,Rail,325,15-06-2018
HomeGoods,SKU7358,1266,16,238,8583,Other,78,451,92,Safexpress,410,Prime Suppliers,Bengaluru,81,906,27,46.64345406,Pending,4,Sea,457,16-06-2018
HomeGoods,SKU7359,1326,73,450,3559,Other,80,268,84,Safexpress,425,Global Logistics,Raipur,80,769,73,22.78447649,Pass,1,Rail,641,17-06-2018
Cosmetics ,SKU7360,2793,97,285,3686,Male,96,299,86,Delhivery,375,Apex Trading,Gurgaon,34,975,61,3.206817321,Fail,2,Road,145,18-06-2018
SkinCare,SKU7361,1527,44,228,6839,Male,71,395,74,Delhivery,133,Apex Manufacturing,Cuttack,9,653,34,90.31175582,Fail,1,Sea,588,19-06-2018
HomeGoods,SKU7362,3000,72,116,2923,Other,87,371,27,DHL Express,376,Nova Industries,Coimbatore,12,316,10,60.30016217,Pending,3,Sea,388,20-06-2018
Cloths,SKU7363,1487,98,363,7317,Male,74,490,39,Safexpress,162,Prime Manufacturing,Amritsar,61,788,23,60.11733128,Pending,2,Sea,555,21-06-2018
Health Care,SKU7364,1662,30,219,5050,Female,74,214,96,FedEx,353,Prime Industries,Ranchi,17,949,62,5.927662901,Pass,3,Rail,740,22-06-2018
Cloths,SKU7365,1875,2,405,6208,Female,54,334,54,Gati,410,Nova Manufacturing,Amritsar,45,390,62,34.62228699,Pass,3,Air,690,23-06-2018
Cloths,SKU7366,1063,10,269,2176,Other,96,202,13,Blue Dart,399,Vertex Logistics,Bhopal,31,622,6,71.10521051,Pass,2,Sea,409,24-06-2018
Cloths,SKU7367,1676,96,449,2643,Female,72,384,9,Delhivery,142,Global Suppliers,Kozhikode,33,230,25,86.44939564,Pass,5,Road,728,25-06-2018
SkinCare,SKU7368,1040,70,108,2026,Female,85,410,2,Delhivery,405,Apex Industries,Hyderabad,29,297,33,1.149115887,Pass,5,Sea,824,26-06-2018
Cloths,SKU7369,1670,30,265,3010,Male,82,287,51,FedEx,309,Global Manufacturing,Dharwad,91,114,10,61.24045681,Pass,4,Rail,451,27-06-2018
Cloths,SKU7370,1281,94,245,3852,Other,89,490,42,Mahindra Logistics,494,Global Trading,Visakhapatnam,91,867,71,18.60412983,Pending,2,Air,922,28-06-2018
Yogamats,SKU7371,1481,12,421,8075,Male,92,478,39,XpressBees,190,Global Manufacturing,Salem,26,484,73,87.56565453,Pass,5,Air,446,29-06-2018
Cloths,SKU7372,1030,98,296,5403,Female,64,419,30,DTDC,169,Nova Logistics,Kolkata,74,364,6,96.67361957,Fail,3,Road,308,30-06-2018
Yogamats,SKU7373,2356,28,318,9972,Male,50,332,13,FedEx,395,Apex Logistics,Noida,27,422,38,86.76686905,Fail,3,Road,737,01-07-2018
Cloths,SKU7374,2337,42,187,6140,Other,74,305,3,India Post,387,Apex Trading,Visakhapatnam,84,731,37,92.35681969,Fail,1,Sea,391,02-07-2018
HomeGoods,SKU7375,2637,89,259,3057,Female,54,252,100,FedEx,260,Vertex Industries,Mysuru,64,352,60,57.6786173,Pending,3,Sea,461,03-07-2018
Cloths,SKU7376,909,28,286,9290,Other,65,314,45,Gati,100,Global Manufacturing,Ranchi,25,495,39,1.146602712,Pass,5,Road,772,04-07-2018
Cloths,SKU7377,2655,26,290,6666,Male,86,492,51,India Post,465,Global Industries,Kannur,57,637,33,32.71955594,Fail,3,Rail,172,05-07-2018
Health Care,SKU7378,2793,49,462,4476,Female,69,409,71,FedEx,461,Prime Manufacturing,Ludhiana,56,494,18,38.5080856,Pending,4,Rail,788,06-07-2018
Yogamats,SKU7379,1486,69,181,5165,Male,93,400,82,Blue Dart,324,Prime Suppliers,Cuttack,51,248,26,16.01976249,Pass,3,Air,920,07-07-2018
Yogamats,SKU7380,2720,42,414,7460,Male,54,349,12,Safexpress,417,Vertex Manufacturing,Kannur,50,867,75,29.93929237,Pass,2,Air,757,08-07-2018
SkinCare,SKU7381,1938,32,482,6717,Male,80,232,59,DHL Express,448,Apex Manufacturing,Patna,1,365,12,43.77444445,Pass,3,Sea,326,09-07-2018
Cloths,SKU7382,2949,78,379,4562,Female,98,236,31,Mahindra Logistics,203,Prime Suppliers,Trichy,89,963,44,95.12226295,Pending,2,Sea,566,10-07-2018
Yogamats,SKU7383,732,52,451,4611,Male,52,299,5,Mahindra Logistics,316,Vertex Industries,Kochi,30,656,65,75.8994592,Pass,1,Sea,554,11-07-2018
SkinCare,SKU7384,1787,30,155,5563,Male,52,449,16,XpressBees,500,Prime Suppliers,Thrissur,32,230,58,32.00935967,Pass,4,Air,862,12-07-2018
SkinCare,SKU7385,876,40,386,2395,Other,69,495,12,Delhivery,382,Nova Logistics,Kozhikode,31,696,47,8.234027687,Pending,4,Rail,767,13-07-2018
Health Care,SKU7386,2016,84,364,3520,Female,52,309,85,Mahindra Logistics,312,Vertex Industries,Pune,80,434,34,55.06664265,Pending,3,Air,735,14-07-2018
HomeGoods,SKU7387,561,35,201,2265,Male,71,488,54,XpressBees,396,Apex Manufacturing,Trichy,79,408,41,10.4881063,Pass,1,Road,876,15-07-2018
Health Care,SKU7388,2300,42,475,7851,Other,95,367,85,Gati,182,Global Trading,Ludhiana,78,882,67,77.49800274,Pending,4,Rail,155,16-07-2018
HomeGoods,SKU7389,1020,53,416,4503,Other,69,289,37,Delhivery,369,Nova Trading,Surat,74,140,41,95.03122302,Fail,1,Road,784,17-07-2018
Health Care,SKU7390,1754,69,169,2374,Other,60,332,29,Safexpress,247,Vertex Logistics,Noida,45,114,12,83.2126508,Fail,4,Sea,140,18-07-2018
Health Care,SKU7391,1856,94,239,6042,Female,88,301,92,Safexpress,180,Vertex Trading,Cuttack,23,110,8,71.23401818,Fail,4,Air,984,19-07-2018
Health Care,SKU7392,2498,70,182,5310,Male,96,228,48,XpressBees,393,Vertex Suppliers,Mumbai,90,843,47,55.83714075,Pending,1,Rail,206,20-07-2018
HomeGoods,SKU7393,1448,95,213,3980,Male,100,310,38,DHL Express,406,Apex Suppliers,Ahmedabad,7,766,45,71.11640779,Pending,3,Road,308,21-07-2018
Yogamats,SKU7394,727,82,304,6463,Male,98,446,7,XpressBees,115,Prime Manufacturing,Bhopal,52,497,42,52.67575989,Pass,5,Rail,177,22-07-2018
Health Care,SKU7395,1866,88,457,8683,Female,76,284,38,Gati,184,Global Manufacturing,Hyderabad,21,994,15,47.77471751,Pending,4,Rail,950,23-07-2018
SkinCare,SKU7396,1125,29,208,3300,Female,62,278,12,Safexpress,472,Vertex Industries,Patna,10,119,6,20.29711022,Pass,5,Air,668,24-07-2018
Cosmetics ,SKU7397,1865,83,222,2194,Female,76,296,3,Delhivery,326,Global Industries,Trivandrum,48,609,73,86.36633706,Fail,5,Air,998,25-07-2018
Health Care,SKU7398,2375,66,442,7339,Male,66,491,45,Delhivery,499,Global Manufacturing,Dharwad,25,438,2,35.14260043,Pending,3,Rail,803,26-07-2018
Cosmetics ,SKU7399,744,76,196,9835,Male,79,425,89,XpressBees,236,Global Industries,Visakhapatnam,4,196,42,15.04064302,Pending,4,Road,685,27-07-2018
HomeGoods,SKU7400,1429,2,216,8362,Male,64,334,80,DHL Express,121,Nova Manufacturing,Kolkata,25,182,36,91.10983201,Fail,5,Sea,554,28-07-2018
SkinCare,SKU7401,851,24,447,2039,Female,54,369,45,Blue Dart,191,Vertex Logistics,Gurgaon,69,522,50,67.53396009,Fail,5,Sea,899,29-07-2018
Health Care,SKU7402,2197,58,340,3315,Female,73,384,15,Mahindra Logistics,227,Apex Industries,Kochi,26,231,73,51.53059081,Fail,4,Rail,688,30-07-2018
Cloths,SKU7403,1426,56,147,3478,Male,64,297,29,Delhivery,394,Prime Industries,Udupi,68,462,66,96.13120766,Pending,1,Air,212,31-07-2018
HomeGoods,SKU7404,1429,22,239,2889,Female,58,371,89,Mahindra Logistics,135,Prime Industries,Visakhapatnam,79,194,76,52.93885848,Pending,3,Air,257,01-08-2018
Cosmetics ,SKU7405,2380,12,416,2643,Female,85,306,85,India Post,246,Vertex Manufacturing,Bengaluru,14,130,65,6.332583726,Pass,5,Air,850,02-08-2018
Cloths,SKU7406,1189,6,272,2308,Female,79,324,66,DTDC,154,Prime Logistics,Bengaluru,25,220,76,80.46949448,Pass,4,Sea,820,03-08-2018
HomeGoods,SKU7407,1230,42,464,4489,Female,93,427,8,Safexpress,268,Nova Manufacturing,Tumakuru,46,204,4,83.12655804,Pass,4,Rail,458,04-08-2018
Health Care,SKU7408,794,51,333,9326,Other,60,208,89,Safexpress,451,Apex Suppliers,Kalaburagi,13,716,38,7.689486883,Fail,5,Air,754,05-08-2018
SkinCare,SKU7409,2872,21,180,8464,Male,86,348,59,DTDC,148,Apex Suppliers,Vadodara,86,855,45,73.61797133,Pass,5,Rail,755,06-08-2018
Cosmetics ,SKU7410,1714,66,247,9917,Male,66,333,99,Blue Dart,306,Vertex Trading,Indore,18,629,47,19.22340572,Fail,5,Sea,787,07-08-2018
Cloths,SKU7411,1480,48,177,8592,Other,98,247,19,FedEx,219,Apex Logistics,Faridabad,16,177,52,45.21716004,Pending,5,Rail,819,08-08-2018
Health Care,SKU7412,2432,92,275,3342,Male,51,376,56,Safexpress,437,Nova Industries,Salem,77,308,5,86.2620836,Fail,3,Air,744,09-08-2018
Yogamats,SKU7413,1851,3,421,6509,Other,94,387,84,XpressBees,430,Prime Trading,Kolkata,92,763,5,75.44637699,Pass,1,Air,508,10-08-2018
HomeGoods,SKU7414,2843,43,105,7946,Female,92,386,68,DTDC,106,Global Suppliers,Jaipur,6,452,79,43.60893739,Fail,4,Road,671,11-08-2018
Cosmetics ,SKU7415,2054,47,441,6645,Male,93,237,26,FedEx,329,Global Trading,Chennai,2,105,74,31.14937401,Pending,1,Road,468,12-08-2018
Health Care,SKU7416,2641,54,217,3584,Female,86,285,66,Safexpress,425,Prime Manufacturing,Jaipur,75,140,78,13.12957555,Fail,1,Sea,629,13-08-2018
Health Care,SKU7417,2297,88,360,2097,Female,74,479,28,Gati,183,Vertex Manufacturing,Raipur,50,668,10,34.53976257,Pass,5,Sea,545,14-08-2018
Cloths,SKU7418,1204,35,354,5478,Male,95,293,36,Delhivery,435,Vertex Industries,Davangere,15,670,37,87.36366976,Fail,2,Air,737,15-08-2018
Health Care,SKU7419,1541,23,313,8397,Male,62,469,82,India Post,393,Nova Trading,Ranchi,3,522,11,37.44301602,Pending,4,Air,176,16-08-2018
Health Care,SKU7420,1384,47,213,7411,Male,63,286,28,Mahindra Logistics,421,Apex Manufacturing,Trichy,54,647,70,9.081066518,Pending,1,Air,106,17-08-2018
Cosmetics ,SKU7421,1343,7,151,8887,Other,52,309,60,Safexpress,206,Apex Suppliers,Raipur,42,928,14,38.71625479,Pending,2,Rail,471,18-08-2018
Cosmetics ,SKU7422,1538,40,221,9508,Male,53,206,7,XpressBees,389,Vertex Suppliers,Ahmedabad,43,181,39,99.91980955,Fail,3,Road,858,19-08-2018
Yogamats,SKU7423,1322,86,241,4760,Male,56,279,16,Mahindra Logistics,347,Nova Trading,Mumbai,25,665,20,26.14037927,Fail,4,Air,323,20-08-2018
Cloths,SKU7424,1047,65,293,2324,Male,71,233,62,FedEx,287,Prime Manufacturing,Mangaluru,63,723,72,76.79018909,Pending,2,Road,684,21-08-2018
Cosmetics ,SKU7425,2327,14,402,2930,Female,82,364,56,Mahindra Logistics,233,Apex Logistics,Belagavi,96,152,29,95.99394066,Pending,5,Road,975,22-08-2018
Yogamats,SKU7426,1835,68,476,5861,Other,72,489,37,DTDC,467,Prime Manufacturing,Salem,10,293,80,63.18873126,Fail,4,Air,541,23-08-2018
Cosmetics ,SKU7427,2614,29,362,9697,Female,88,318,66,India Post,441,Vertex Logistics,Udupi,79,300,8,51.65336501,Pass,3,Rail,104,24-08-2018
Cloths,SKU7428,1930,25,286,4815,Female,98,221,51,Delhivery,417,Vertex Logistics,Kalaburagi,52,933,18,82.4035643,Fail,4,Sea,332,25-08-2018
HomeGoods,SKU7429,2654,27,247,7113,Other,76,219,45,DTDC,407,Apex Manufacturing,Coimbatore,58,844,55,80.1549015,Fail,1,Rail,496,26-08-2018
Yogamats,SKU7430,614,95,183,3935,Male,70,316,5,Delhivery,247,Global Suppliers,Mangaluru,90,370,40,36.85785736,Fail,3,Sea,646,27-08-2018
HomeGoods,SKU7431,2129,78,146,5075,Female,78,223,85,Blue Dart,432,Global Industries,Hubli,81,511,31,73.4799389,Fail,2,Air,273,28-08-2018
HomeGoods,SKU7432,2811,53,268,6435,Female,94,485,53,Safexpress,182,Apex Manufacturing,Trichy,8,961,60,4.152596406,Fail,1,Road,295,29-08-2018
SkinCare,SKU7433,649,98,229,6430,Other,72,349,94,Safexpress,166,Prime Trading,Kochi,35,669,59,99.03247832,Fail,5,Road,932,30-08-2018
Cosmetics ,SKU7434,776,1,142,5641,Other,98,470,62,XpressBees,411,Nova Industries,Trivandrum,27,856,35,70.80979115,Fail,4,Road,482,31-08-2018
Health Care,SKU7435,508,34,247,9196,Male,97,241,82,Blue Dart,424,Nova Industries,Chennai,3,723,65,14.4671059,Fail,3,Air,636,01-09-2018
Yogamats,SKU7436,552,4,383,3181,Female,50,264,67,Gati,432,Apex Manufacturing,Coimbatore,40,963,71,7.311799427,Pass,4,Road,844,02-09-2018
Health Care,SKU7437,1677,48,155,2096,Other,50,451,83,DHL Express,176,Prime Industries,Trichy,93,638,67,7.929233036,Pass,1,Sea,280,03-09-2018
HomeGoods,SKU7438,2317,52,499,6390,Other,80,419,44,DHL Express,129,Vertex Manufacturing,Noida,70,375,11,57.2176083,Fail,1,Sea,870,04-09-2018
Health Care,SKU7439,997,34,289,4650,Male,60,353,95,DHL Express,286,Global Manufacturing,Vijayawada,22,970,19,75.89373142,Pending,4,Sea,962,05-09-2018
Health Care,SKU7440,2650,52,392,9820,Female,93,369,80,DTDC,130,Prime Logistics,Mangaluru,48,452,40,97.11446511,Fail,4,Air,701,06-09-2018
SkinCare,SKU7441,2663,42,352,7211,Female,92,301,69,Gati,168,Global Logistics,Bengaluru,35,673,40,56.05216676,Fail,2,Rail,612,07-09-2018
Cosmetics ,SKU7442,699,54,477,2950,Male,51,358,36,India Post,148,Apex Industries,Ludhiana,66,506,69,47.08365909,Pass,1,Sea,130,08-09-2018
Cloths,SKU7443,1040,67,490,5140,Female,78,313,69,India Post,117,Nova Logistics,Nagpur,44,565,71,15.34333982,Pending,3,Rail,265,09-09-2018
Cloths,SKU7444,1900,14,355,9008,Other,54,473,6,Mahindra Logistics,118,Vertex Trading,Pune,58,493,73,1.068376775,Pending,2,Rail,718,10-09-2018
Health Care,SKU7445,1231,36,464,3762,Male,89,461,18,Delhivery,321,Vertex Suppliers,Kalaburagi,10,905,79,61.00306794,Pending,4,Rail,389,11-09-2018
Cloths,SKU7446,2526,13,467,5904,Male,72,333,34,XpressBees,192,Nova Suppliers,Hyderabad,50,957,80,82.4971255,Pending,5,Road,315,12-09-2018
Cloths,SKU7447,1132,99,393,3355,Female,78,237,60,DTDC,386,Global Manufacturing,Chennai,99,695,21,77.50999684,Pass,1,Air,852,13-09-2018
SkinCare,SKU7448,2879,86,227,7015,Male,77,494,29,Blue Dart,127,Global Logistics,Amritsar,19,903,10,4.37561201,Fail,3,Road,283,14-09-2018
Cloths,SKU7449,2441,72,380,8522,Other,98,468,98,Gati,206,Global Logistics,Trivandrum,53,236,34,24.80305754,Pending,1,Sea,354,15-09-2018
SkinCare,SKU7450,1031,73,318,4772,Female,88,420,62,FedEx,382,Apex Industries,Trivandrum,31,838,17,22.5837792,Pending,4,Sea,494,16-09-2018
Yogamats,SKU7451,1385,14,103,6900,Female,95,481,99,DHL Express,448,Vertex Suppliers,Delhi,17,218,70,35.86636463,Pending,2,Air,532,17-09-2018
Yogamats,SKU7452,2561,59,486,5744,Female,97,274,33,India Post,292,Global Logistics,Vijayawada,14,940,22,5.786241237,Pending,1,Rail,181,18-09-2018
Cloths,SKU7453,1763,97,114,4414,Female,99,361,66,Gati,124,Global Suppliers,Raipur,27,554,52,65.21928088,Pending,1,Rail,896,19-09-2018
SkinCare,SKU7454,2978,44,426,4851,Female,60,360,16,Blue Dart,205,Nova Manufacturing,Surat,25,423,8,59.26048145,Pass,3,Rail,725,20-09-2018
Cloths,SKU7455,1906,10,266,2676,Other,80,295,73,Safexpress,346,Vertex Trading,Thrissur,14,249,8,65.66348534,Fail,2,Air,762,21-09-2018
Cloths,SKU7456,2030,95,441,9234,Other,78,313,69,India Post,262,Global Suppliers,Delhi,34,143,66,70.99874116,Fail,3,Air,855,22-09-2018
Cosmetics ,SKU7457,2180,30,334,4601,Other,58,264,41,FedEx,299,Apex Trading,Trichy,14,951,31,31.16431538,Fail,5,Sea,520,23-09-2018
Health Care,SKU7458,1267,7,182,5660,Male,88,260,60,India Post,247,Vertex Logistics,Madurai,78,978,51,60.29125368,Pending,1,Road,570,24-09-2018
Cloths,SKU7459,996,75,320,5715,Female,65,407,52,DTDC,433,Apex Industries,Dharwad,78,153,57,9.03880315,Pending,3,Air,944,25-09-2018
HomeGoods,SKU7460,1863,48,197,7173,Female,70,223,66,DHL Express,217,Apex Logistics,Delhi,98,828,19,27.57224038,Pass,2,Air,991,26-09-2018
Health Care,SKU7461,2446,6,223,5070,Other,72,364,72,XpressBees,348,Nova Industries,Ludhiana,5,575,30,9.611361758,Fail,2,Air,919,27-09-2018
SkinCare,SKU7462,901,41,466,3461,Female,80,316,80,DTDC,419,Nova Industries,Bhopal,98,611,37,87.95576865,Pass,1,Rail,616,28-09-2018
SkinCare,SKU7463,2544,59,171,4672,Female,59,361,45,FedEx,401,Nova Manufacturing,Tiruppur,97,379,10,68.61054028,Pass,4,Sea,167,29-09-2018
Cosmetics ,SKU7464,2480,93,419,9913,Male,92,307,83,Safexpress,337,Nova Logistics,Kozhikode,69,397,20,96.62426873,Pass,4,Air,359,30-09-2018
SkinCare,SKU7465,1070,47,186,4263,Female,80,368,4,XpressBees,484,Vertex Manufacturing,Kochi,35,299,16,68.02649323,Pending,1,Air,506,01-10-2018
